Left_pocket,,,,,
time_stamp,Ax,Ay,Az,,
1.39E+12,2.5606,-9.9429,-0.054481,10.26746809,standing
1.39E+12,2.6015,-9.9837,-0.12258,10.3178047,standing
1.39E+12,2.6015,-9.9565,-0.12258,10.29148776,standing
1.39E+12,2.6151,-9.9565,-0.1362,10.29510518,standing
1.39E+12,2.6015,-9.9429,-0.12258,10.27833102,standing
1.39E+12,2.6015,-9.9292,-0.027241,10.26438293,standing
1.39E+12,2.6423,-9.9292,-0.095342,10.27520569,standing
1.39E+12,2.5879,-9.9429,-0.19068,10.27593527,standing
1.39E+12,2.6015,-9.9429,-0.16344,10.27889952,standing
1.39E+12,2.6015,-9.9292,-0.10896,10.26492509,standing
1.39E+12,2.5742,-9.9565,-0.095342,10.28433216,standing
1.39E+12,2.6151,-9.9429,-0.095342,10.28149301,standing
1.39E+12,2.5879,-9.902,-0.040861,10.23467147,standing
1.39E+12,2.5606,-9.9429,-0.068102,10.2675494,standing
1.39E+12,2.5334,-9.9565,-0.068102,10.27397906,standing
1.39E+12,2.5061,-9.9292,-0.10896,10.24116312,standing
1.39E+12,2.5606,-9.9837,-0.17706,10.30836012,standing
1.39E+12,2.547,-9.9837,-0.095342,10.30391017,standing
1.39E+12,2.6015,-9.9565,-0.081722,10.29108221,standing
1.39E+12,2.5742,-9.9429,-0.068102,10.27094951,standing
1.39E+12,2.547,-9.9565,-0.10896,10.27769301,standing
1.39E+12,2.5606,-9.9837,-0.12258,10.30756828,standing
1.39E+12,2.547,-9.9973,-0.068102,10.31687231,standing
1.39E+12,2.547,-9.9837,-0.068102,10.30369412,standing
1.39E+12,2.547,-9.9837,-0.095342,10.30391017,standing
1.39E+12,2.547,-9.9837,-0.14982,10.30455825,standing
1.39E+12,2.6015,-9.9565,-0.1362,10.291659,standing
1.39E+12,2.547,-9.9292,-0.12258,10.25140222,standing
1.39E+12,2.5334,-9.9429,-0.12258,10.26130605,standing
1.39E+12,2.5334,-9.9701,-0.1362,10.28783554,standing
1.39E+12,2.4789,-9.9973,-0.054481,10.30019032,standing
1.39E+12,2.5334,-9.9565,-0.10896,10.27433113,standing
1.39E+12,2.5606,-9.9701,-0.095342,10.29410785,standing
1.39E+12,2.5061,-9.9565,-0.095342,10.26749821,standing
1.39E+12,2.5742,-9.9701,-0.095342,10.2974992,standing
1.39E+12,2.6015,-9.9429,-0.081722,10.27792494,standing
1.39E+12,2.547,-9.9429,-0.14982,10.26503363,standing
1.39E+12,2.5742,-9.9429,-0.19068,10.27249361,standing
1.39E+12,2.5742,-9.9429,-0.14982,10.2718164,standing
1.39E+12,2.5879,-9.9429,-0.1362,10.27506872,standing
1.39E+12,2.6015,-9.9429,-0.10896,10.27817761,standing
1.39E+12,2.5879,-9.9429,-0.095342,10.27460836,standing
1.39E+12,2.5879,-9.9565,-0.095342,10.28776986,standing
1.39E+12,2.6151,-9.9837,-0.027241,10.32055017,standing
1.39E+12,2.5742,-9.9565,-0.081722,10.28421491,standing
1.39E+12,2.6287,-9.9973,-0.040861,10.33720178,standing
1.39E+12,2.6015,-9.9701,-0.054481,10.30406058,standing
1.39E+12,2.5742,-9.9429,-0.01362,10.27073277,standing
1.39E+12,2.5879,-9.9156,-0.095342,10.24819203,standing
1.39E+12,2.547,-9.9292,-0.16344,10.25197221,standing
1.39E+12,2.6015,-9.9565,-0.20431,10.29278568,standing
1.39E+12,2.5742,-9.9837,-0.16344,10.3115219,standing
1.39E+12,2.6015,-9.9565,-0.068102,10.29098306,standing
1.39E+12,2.5742,-9.9292,-0.16344,10.25876362,standing
1.39E+12,2.6015,-9.9292,-0.19068,10.26611775,standing
1.39E+12,2.5879,-9.9292,-0.12258,10.26164046,standing
1.39E+12,2.5606,-9.9429,-0.12258,10.26805525,standing
1.39E+12,2.5742,-9.9565,-0.10896,10.28446742,standing
1.39E+12,2.6015,-9.9565,-0.027241,10.29079378,standing
1.39E+12,2.5879,-9.9565,-0.12258,10.28805835,standing
1.39E+12,2.5742,-9.9565,-0.10896,10.28446742,standing
1.39E+12,2.5606,-9.9565,-0.12258,10.28122514,standing
1.39E+12,2.5742,-9.9565,-0.12258,10.28462074,standing
1.39E+12,2.547,-9.9429,-0.14982,10.26503363,standing
1.39E+12,2.5606,-9.9292,-0.16344,10.25535946,standing
1.39E+12,2.5061,-9.9701,-0.054481,10.28038907,standing
1.39E+12,2.4925,-9.9429,-0.12258,10.25128492,standing
1.39E+12,2.5879,-9.9565,-0.081722,10.28765265,standing
1.39E+12,2.5742,-9.9565,-0.12258,10.28462074,standing
1.39E+12,2.5606,-9.9429,-0.10896,10.26790169,standing
1.39E+12,2.5606,-9.9292,-0.1362,10.2549615,standing
1.39E+12,2.5198,-9.9292,-0.095342,10.24438845,standing
1.39E+12,2.5334,-9.9565,-0.054481,10.2738978,standing
1.39E+12,2.5742,-9.9292,-0.040861,10.25754298,standing
1.39E+12,2.5742,-9.9565,-0.12258,10.28462074,standing
1.39E+12,2.547,-9.9837,-0.095342,10.30391017,standing
1.39E+12,2.5742,-9.9292,-0.068102,10.25768766,standing
1.39E+12,2.5879,-9.9565,-0.14982,10.28841896,standing
1.39E+12,2.5879,-9.9565,-0.12258,10.28805835,standing
1.39E+12,2.5879,-9.9565,-0.095342,10.28776986,standing
1.39E+12,2.6015,-9.9973,-0.12258,10.33096488,standing
1.39E+12,2.5879,-9.9292,-0.054481,10.26105293,standing
1.39E+12,2.5606,-9.9429,-0.040861,10.26740485,standing
1.39E+12,2.547,-9.9565,-0.054481,10.27725982,standing
1.39E+12,2.5606,-9.9701,-0.1362,10.29456734,standing
1.39E+12,2.6015,-9.9565,-0.19068,10.29252415,standing
1.39E+12,2.5879,-9.9701,-0.12258,10.30122062,standing
1.39E+12,2.547,-9.9565,-0.081722,10.27744033,standing
1.39E+12,2.5606,-9.9156,-0.095342,10.24133223,standing
1.39E+12,2.547,-9.9565,-0.081722,10.27744033,standing
1.39E+12,2.5606,-9.9701,-0.040861,10.29374742,standing
1.39E+12,2.547,-9.9973,-0.068102,10.31687231,standing
1.39E+12,2.4789,-9.9565,-0.095342,10.26089312,standing
1.39E+12,2.5606,-9.9565,-0.10896,10.28107178,standing
1.39E+12,2.5879,-9.9565,-0.12258,10.28805835,standing
1.39E+12,2.5742,-9.9429,-0.12258,10.2714552,standing
1.39E+12,2.5742,-9.9701,-0.095342,10.2974992,standing
1.39E+12,2.5198,-9.9565,-0.10896,10.27098615,standing
1.39E+12,2.5606,-9.9837,-0.16344,10.30813517,standing
1.39E+12,2.5742,-9.9565,-0.068102,10.2841157,standing
1.39E+12,2.6287,-9.9292,-0.081722,10.27159943,standing
1.39E+12,2.5879,-9.9292,-0.12258,10.26164046,standing
1.39E+12,2.5742,-9.9292,-0.054481,10.25760627,standing
1.39E+12,2.5742,-9.9701,-0.12258,10.29778741,standing
1.39E+12,2.6151,-9.9292,-0.068102,10.26802798,standing
1.39E+12,2.547,-9.9292,-0.068102,10.25089555,standing
1.39E+12,2.5606,-9.9701,-0.095342,10.29410785,standing
1.39E+12,2.547,-9.9973,-0.19068,10.31840953,standing
1.39E+12,2.547,-9.9429,-0.095342,10.26438306,standing
1.39E+12,2.547,-9.9292,-0.14982,10.25176412,standing
1.39E+12,2.5742,-9.9701,-0.040861,10.29713889,standing
1.39E+12,2.5606,-9.9565,-0.095342,10.28093647,standing
1.39E+12,2.547,-9.9565,-0.1362,10.27801789,standing
1.39E+12,2.547,-9.9292,-0.17706,10.25219839,standing
1.39E+12,2.5606,-9.9292,-0.040861,10.25413841,standing
1.39E+12,2.547,-9.9429,-0.068102,10.26416618,standing
1.39E+12,2.5879,-9.9292,-0.081722,10.26123372,standing
1.39E+12,2.5606,-9.9292,-0.095342,10.25450024,standing
1.39E+12,2.5742,-9.9292,-0.081722,10.25778713,standing
1.39E+12,2.6015,-9.9565,-0.14982,10.29184826,standing
1.39E+12,2.5742,-9.9701,-0.12258,10.29778741,standing
1.39E+12,2.5742,-9.9429,-0.12258,10.2714552,standing
1.39E+12,2.5334,-9.9429,-0.12258,10.26130605,standing
1.39E+12,2.547,-9.9292,-0.12258,10.25140222,standing
1.39E+12,2.5742,-9.9565,-0.12258,10.28462074,standing
1.39E+12,2.5879,-9.9701,-0.12258,10.30122062,standing
1.39E+12,2.547,-9.902,-0.12258,10.22505936,standing
1.39E+12,2.5742,-9.9156,-0.14982,10.24539287,standing
1.39E+12,2.547,-9.9292,-0.12258,10.25140222,standing
1.39E+12,2.5742,-9.9292,-0.054481,10.25760627,standing
1.39E+12,2.6015,-9.9701,-0.095342,10.30435764,standing
1.39E+12,2.5742,-9.9292,-0.17706,10.25898964,standing
1.39E+12,2.6015,-9.9292,-0.095342,10.26478957,standing
1.39E+12,2.6015,-9.9565,-0.12258,10.29148776,standing
1.39E+12,2.5606,-9.9565,-0.068102,10.28071994,standing
1.39E+12,2.5742,-9.9565,-0.081722,10.28421491,standing
1.39E+12,2.6015,-9.9292,-0.17706,10.26587381,standing
1.39E+12,2.5879,-9.9701,-0.12258,10.30122062,standing
1.39E+12,2.5606,-9.9565,-0.054481,10.28063873,standing
1.39E+12,2.547,-9.9429,-0.1362,10.26484388,standing
1.39E+12,2.6015,-9.9701,-0.1362,10.30481667,standing
1.39E+12,2.5742,-9.9429,-0.1362,10.27162677,standing
1.39E+12,2.5742,-9.9565,-0.14982,10.28498147,standing
1.39E+12,2.5879,-9.9565,-0.027241,10.28736413,standing
1.39E+12,2.5742,-9.9429,-0.095342,10.27116625,standing
1.39E+12,2.5742,-9.9837,-0.14982,10.31131502,standing
1.39E+12,2.5742,-9.9701,-0.14982,10.29814768,standing
1.39E+12,2.5742,-9.9292,-0.14982,10.25855566,standing
1.39E+12,2.547,-9.9565,-0.10896,10.27769301,standing
1.39E+12,2.6015,-9.9156,-0.1362,10.25209618,standing
1.39E+12,2.6015,-9.9565,-0.068102,10.29098306,standing
1.39E+12,2.5879,-9.9429,-0.040861,10.27424724,standing
1.39E+12,2.5742,-9.9565,-0.054481,10.28403452,standing
1.39E+12,2.5742,-9.9565,-0.095342,10.28433216,standing
1.39E+12,2.5606,-9.9429,-0.054481,10.26746809,standing
1.39E+12,2.5742,-9.9292,-0.17706,10.25898964,standing
1.39E+12,2.5742,-9.9701,-0.14982,10.29814768,standing
1.39E+12,2.5879,-9.9973,-0.12258,10.32754857,standing
1.39E+12,2.547,-9.9565,-0.027241,10.27715152,standing
1.39E+12,2.5879,-9.9429,-0.095342,10.27460836,standing
1.39E+12,2.6015,-9.9565,-0.12258,10.29148776,standing
1.39E+12,2.6015,-9.9565,-0.068102,10.29098306,standing
1.39E+12,2.5742,-9.9701,-0.095342,10.2974992,standing
1.39E+12,2.547,-9.9565,-0.095342,10.27755765,standing
1.39E+12,2.5742,-9.9429,-0.027241,10.27075986,standing
1.39E+12,2.5742,-9.9701,-0.14982,10.29814768,standing
1.39E+12,2.6015,-9.9565,-0.068102,10.29098306,standing
1.39E+12,2.5742,-9.9565,-0.095342,10.28433216,standing
1.39E+12,2.5879,-9.9565,-0.095342,10.28776986,standing
1.39E+12,2.5879,-9.9565,-0.068102,10.28755348,standing
1.39E+12,2.5606,-9.902,-0.068102,10.2279477,standing
1.39E+12,2.547,-9.9701,-0.068102,10.29051704,standing
1.39E+12,2.5742,-9.9565,-0.081722,10.28421491,standing
1.39E+12,2.6015,-9.9837,-0.081722,10.31740018,standing
1.39E+12,2.5742,-9.9292,-0.24517,10.26039115,standing
1.39E+12,2.547,-9.9565,-0.16344,10.27841495,standing
1.39E+12,2.5742,-9.9701,-0.17706,10.29857999,standing
1.39E+12,2.5198,-9.9429,-0.095342,10.2576675,standing
1.39E+12,2.5606,-9.9292,-0.10896,10.25463589,standing
1.39E+12,2.5742,-9.9837,-0.068102,10.31045146,standing
1.39E+12,2.547,-9.9973,-0.040861,10.31672845,standing
1.39E+12,2.547,-9.9292,-0.081722,10.25099508,standing
1.39E+12,2.547,-9.9429,-0.095342,10.26438306,standing
1.39E+12,2.6015,-9.9156,-0.14982,10.25228617,standing
1.39E+12,2.6015,-9.9565,-0.095342,10.29119938,standing
1.39E+12,2.5879,-9.9292,-0.095342,10.26135123,standing
1.39E+12,2.5742,-9.9429,-0.10896,10.27130169,standing
1.39E+12,2.6015,-9.9292,-0.027241,10.26438293,standing
1.39E+12,2.5742,-9.9565,-0.12258,10.28462074,standing
1.39E+12,2.5879,-9.9292,-0.12258,10.26164046,standing
1.39E+12,2.5334,-9.9565,-0.10896,10.27433113,standing
1.39E+12,2.6015,-9.9565,-0.040861,10.29083884,standing
1.39E+12,2.5742,-9.9701,-0.054481,10.29720194,standing
1.39E+12,2.5606,-9.9701,-0.040861,10.29374742,standing
1.39E+12,2.5606,-9.9156,-0.054481,10.24103334,standing
1.39E+12,2.5742,-9.9156,-0.040861,10.24437888,standing
1.39E+12,2.6015,-9.9565,-0.14982,10.29184826,standing
1.39E+12,2.5742,-9.9973,-0.040861,10.32347725,standing
1.39E+12,2.5606,-9.9565,-0.095342,10.28093647,standing
1.39E+12,2.5742,-9.9837,-0.12258,10.3109552,standing
1.39E+12,2.547,-9.9837,-0.10896,10.30404518,standing
1.39E+12,2.5742,-9.9429,-0.14982,10.2718164,standing
1.39E+12,2.5742,-9.9565,-0.1362,10.28479209,standing
1.39E+12,2.547,-9.9292,-0.095342,10.25111271,standing
1.39E+12,2.5742,-9.9701,-0.16344,10.29835483,standing
1.39E+12,2.5742,-9.9701,-0.16344,10.29835483,standing
1.39E+12,2.6423,-9.9429,-0.095342,10.28844496,standing
1.39E+12,2.5606,-9.9973,-0.1362,10.32091227,standing
1.39E+12,2.5879,-9.9565,-0.10896,10.28790508,standing
1.39E+12,2.5742,-9.9292,-0.095342,10.25790468,standing
1.39E+12,2.5606,-9.9565,-0.068102,10.28071994,standing
1.39E+12,2.5606,-9.9837,-0.095342,10.30728035,standing
1.39E+12,2.5742,-9.9565,-0.095342,10.28433216,standing
1.39E+12,2.5879,-9.9429,-0.095342,10.27460836,standing
1.39E+12,2.6151,-9.9292,-0.14982,10.26889511,standing
1.39E+12,2.5606,-9.9565,-0.027241,10.28053047,standing
1.39E+12,2.6287,-9.9156,-0.14982,10.25922186,standing
1.39E+12,2.5879,-9.9565,-0.054481,10.28747233,standing
1.39E+12,2.5742,-9.9565,-0.20431,10.28591952,standing
1.39E+12,2.5742,-9.9292,-0.054481,10.25760627,standing
1.39E+12,2.6423,-9.9837,-0.12258,10.32816735,standing
1.39E+12,2.5879,-9.9565,-0.081722,10.28765265,standing
1.39E+12,2.5606,-9.902,-0.054481,10.22786608,standing
1.39E+12,2.5606,-9.9701,-0.081722,10.29399072,standing
1.39E+12,2.5606,-9.9565,-0.10896,10.28107178,standing
1.39E+12,2.5742,-9.9565,-0.10896,10.28446742,standing
1.39E+12,2.5061,-9.9565,-0.14982,10.26814859,standing
1.39E+12,2.5742,-9.9565,-0.20431,10.28591952,standing
1.39E+12,2.5606,-9.9429,-0.10896,10.26790169,standing
1.39E+12,2.547,-9.9292,-0.17706,10.25219839,standing
1.39E+12,2.5742,-9.9565,-0.1362,10.28479209,standing
1.39E+12,2.5334,-9.9565,-0.14982,10.27484568,standing
1.39E+12,2.5606,-9.9429,-0.12258,10.26805525,standing
1.39E+12,2.6015,-9.9701,-0.21793,10.30622092,standing
1.39E+12,2.6151,-9.9837,-0.054481,10.32065802,standing
1.39E+12,2.547,-9.9292,-0.12258,10.25140222,standing
1.39E+12,2.5606,-9.9565,-0.095342,10.28093647,standing
1.39E+12,2.5742,-9.9701,-0.12258,10.29778741,standing
1.39E+12,2.5742,-9.9565,-0.095342,10.28433216,standing
1.39E+12,2.5606,-9.9565,-0.081722,10.28081918,standing
1.39E+12,2.547,-9.9292,-0.10896,10.25124841,standing
1.39E+12,2.547,-9.9292,-0.10896,10.25124841,standing
1.39E+12,2.5879,-9.9292,-0.14982,10.262002,standing
1.39E+12,2.547,-9.9565,-0.081722,10.27744033,standing
1.39E+12,2.5334,-9.9292,-0.10896,10.24787785,standing
1.39E+12,2.547,-9.9292,-0.095342,10.25111271,standing
1.39E+12,2.5061,-9.902,-0.12258,10.21494822,standing
1.39E+12,2.5742,-9.9292,-0.054481,10.25760627,standing
1.39E+12,2.5606,-9.9292,-0.12258,10.25478965,standing
1.39E+12,2.5742,-9.9701,-0.095342,10.2974992,standing
1.39E+12,2.5742,-9.9701,-0.081722,10.2973821,standing
1.39E+12,2.5742,-9.9565,-0.068102,10.2841157,standing
1.39E+12,2.5879,-9.9565,-0.054481,10.28747233,standing
1.39E+12,2.5742,-9.9565,-0.068102,10.2841157,standing
1.39E+12,2.5742,-9.9429,-0.054481,10.27086823,standing
1.39E+12,2.5334,-9.9701,-0.040861,10.28701508,standing
1.39E+12,2.5879,-9.9701,-0.095342,10.30093251,standing
1.39E+12,2.6287,-9.9565,-0.081722,10.29799177,standing
1.39E+12,2.6015,-9.9837,-0.054481,10.31722037,standing
1.39E+12,2.6151,-9.9292,-0.12258,10.26853381,standing
1.39E+12,2.5606,-9.9565,-0.054481,10.28063873,standing
1.39E+12,2.547,-9.9565,-0.081722,10.27744033,standing
1.39E+12,2.5606,-9.9565,-0.14982,10.281586,standing
1.39E+12,2.6287,-9.9701,-0.10896,10.31139321,standing
1.39E+12,2.5742,-9.9701,-0.17706,10.29857999,standing
1.39E+12,2.5606,-9.902,-0.040861,10.2278026,standing
1.39E+12,2.5742,-9.9565,-0.12258,10.28462074,standing
1.39E+12,2.5742,-9.9565,-0.027241,10.28392629,standing
1.39E+12,2.6015,-9.9565,-0.081722,10.29108221,standing
1.39E+12,2.5742,-9.9837,-0.10896,10.31080228,standing
1.39E+12,2.5742,-9.9292,-0.081722,10.25778713,standing
1.39E+12,2.5742,-9.9565,-0.10896,10.28446742,standing
1.39E+12,2.5879,-9.9292,-0.054481,10.26105293,standing
1.39E+12,2.5742,-9.9429,-0.12258,10.2714552,standing
1.39E+12,2.5742,-9.9565,-0.10896,10.28446742,standing
1.39E+12,2.5606,-9.9701,-0.081722,10.29399072,standing
1.39E+12,2.5606,-9.9701,-0.095342,10.29410785,standing
1.39E+12,2.5742,-9.9565,-0.068102,10.2841157,standing
1.39E+12,2.5606,-9.9837,-0.054481,10.30698337,standing
1.39E+12,2.5606,-9.9565,-0.081722,10.28081918,standing
1.39E+12,2.6287,-9.9565,-0.054481,10.29781162,standing
1.39E+12,2.5198,-9.9837,-0.14982,10.29786889,standing
1.39E+12,2.5606,-9.9837,-0.17706,10.30836012,standing
1.39E+12,2.547,-9.9429,-0.1362,10.26484388,standing
1.39E+12,2.6015,-9.9701,-0.10896,10.30449264,standing
1.39E+12,2.5742,-9.9565,-0.12258,10.28462074,standing
1.39E+12,2.547,-9.9292,-0.12258,10.25140222,standing
1.39E+12,2.547,-9.9701,-0.027241,10.29032774,standing
1.39E+12,2.6151,-9.9837,-0.027241,10.32055017,standing
1.39E+12,2.5742,-9.902,-0.095342,10.23157856,standing
1.39E+12,2.547,-9.9565,-0.10896,10.27769301,standing
1.39E+12,2.5742,-9.9292,-0.095342,10.25790468,standing
1.39E+12,2.5742,-9.902,-0.1362,10.23204086,standing
1.39E+12,2.5606,-9.9565,-0.10896,10.28107178,standing
1.39E+12,2.5742,-9.9565,-0.12258,10.28462074,standing
1.39E+12,2.6015,-9.9565,-0.10896,10.29133455,standing
1.39E+12,2.6151,-9.9156,-0.027241,10.25468739,standing
1.39E+12,2.5198,-9.9292,-0.027241,10.243981,standing
1.39E+12,2.547,-9.9565,-0.054481,10.27725982,standing
1.39E+12,2.547,-9.9565,-0.1362,10.27801789,standing
1.39E+12,2.547,-9.9292,-0.14982,10.25176412,standing
1.39E+12,2.5742,-9.9973,-0.068102,10.32362101,standing
1.39E+12,2.5198,-9.9973,-0.068102,10.31019094,standing
1.39E+12,2.5879,-9.9837,-0.095342,10.31409629,standing
1.39E+12,2.6015,-9.9565,-0.027241,10.29079378,standing
1.39E+12,2.5879,-9.9565,-0.12258,10.28805835,standing
1.39E+12,2.5879,-9.9973,-0.01362,10.32683007,standing
1.39E+12,2.6151,-9.9429,-0.095342,10.28149301,standing
1.39E+12,2.5879,-9.9292,-0.12258,10.26164046,standing
1.39E+12,2.6015,-9.9292,-0.10896,10.26492509,standing
1.39E+12,2.5742,-9.9292,-0.027241,10.25749776,standing
1.39E+12,2.547,-9.9701,-0.027241,10.29032774,standing
1.39E+12,2.5742,-9.9701,-0.095342,10.2974992,standing
1.39E+12,2.5742,-9.9292,-0.095342,10.25790468,standing
1.39E+12,2.5879,-9.9565,-0.081722,10.28765265,standing
1.39E+12,2.5198,-9.9701,-0.040861,10.28367423,standing
1.39E+12,2.547,-9.9565,-0.10896,10.27769301,standing
1.39E+12,2.5742,-9.902,-0.027241,10.23117059,standing
1.39E+12,2.5742,-9.9565,-0.10896,10.28446742,standing
1.39E+12,2.5606,-9.9565,-0.10896,10.28107178,standing
1.39E+12,2.5879,-9.9565,-0.14982,10.28841896,standing
1.39E+12,2.5742,-9.9429,-0.1362,10.27162677,standing
1.39E+12,2.5742,-9.9565,-0.10896,10.28446742,standing
1.39E+12,2.5742,-9.9292,-0.095342,10.25790468,standing
1.39E+12,2.5334,-9.9565,-0.095342,10.27419573,standing
1.39E+12,2.6151,-9.9292,-0.040861,10.26788344,standing
1.39E+12,2.5879,-9.9156,-0.12258,10.24848163,standing
1.39E+12,2.6015,-9.9565,-0.1362,10.291659,standing
1.39E+12,2.5606,-9.9429,-0.10896,10.26790169,standing
1.39E+12,2.5606,-9.9565,-0.14982,10.281586,standing
1.39E+12,2.547,-9.9565,-0.14982,10.2782074,standing
1.39E+12,2.5742,-9.9565,-0.14982,10.28498147,standing
1.39E+12,2.5879,-9.9565,-0.21793,10.28963615,standing
1.39E+12,2.5606,-9.9429,-0.12258,10.26805525,standing
1.39E+12,2.6015,-9.9565,-0.040861,10.29083884,standing
1.39E+12,2.547,-9.9292,-0.027241,10.25070552,standing
1.39E+12,2.5606,-9.9565,-0.095342,10.28093647,standing
1.39E+12,2.5606,-9.9565,-0.12258,10.28122514,standing
1.39E+12,2.5742,-9.9565,-0.14982,10.28498147,standing
1.39E+12,2.6151,-9.9429,-0.12258,10.28178167,standing
1.39E+12,2.5742,-9.9292,-0.12258,10.258194,standing
1.39E+12,2.6015,-9.9292,-0.12258,10.2650787,standing
1.39E+12,2.5879,-9.9701,-0.12258,10.30122062,standing
1.39E+12,2.5742,-9.9429,-0.068102,10.27094951,standing
1.39E+12,2.5742,-9.9565,-0.081722,10.28421491,standing
1.39E+12,2.5879,-9.9565,-0.12258,10.28805835,standing
1.39E+12,2.6015,-9.9837,-0.095342,10.31751705,standing
1.39E+12,2.5742,-9.9565,-0.081722,10.28421491,standing
1.39E+12,2.5742,-9.9292,-0.081722,10.25778713,standing
1.39E+12,2.5742,-9.9565,-0.054481,10.28403452,standing
1.39E+12,2.5742,-9.9565,-0.095342,10.28433216,standing
1.39E+12,2.5879,-9.9565,-0.1362,10.28822964,standing
1.39E+12,2.6832,-9.9701,-0.054481,10.32499029,standing
1.39E+12,2.547,-9.9565,-0.081722,10.27744033,standing
1.39E+12,2.5742,-9.9565,-0.10896,10.28446742,standing
1.39E+12,2.547,-9.9701,-0.081722,10.29061619,standing
1.39E+12,2.5606,-9.9565,-0.027241,10.28053047,standing
1.39E+12,2.5606,-9.9292,-0.054481,10.25420173,standing
1.39E+12,2.5198,-9.9565,-0.054481,10.27055269,standing
1.39E+12,2.5742,-9.9565,-0.14982,10.28498147,standing
1.39E+12,2.6015,-9.9701,-0.12258,10.30464566,standing
1.39E+12,2.5742,-9.9973,-0.095342,10.32383664,standing
1.39E+12,2.5606,-9.9837,-0.027241,10.30687538,standing
1.39E+12,2.5879,-9.9973,-0.095342,10.3272612,standing
1.39E+12,2.5879,-9.9565,-0.054481,10.28747233,standing
1.39E+12,2.6015,-9.9701,-0.054481,10.30406058,standing
1.39E+12,2.5879,-9.9565,-0.095342,10.28776986,standing
1.39E+12,2.5606,-9.9292,-0.12258,10.25478965,standing
1.39E+12,2.5879,-9.9837,-0.24517,10.31656922,standing
1.39E+12,2.5742,-9.9973,-0.14982,10.32448347,standing
1.39E+12,2.5879,-9.9565,-0.14982,10.28841896,standing
1.39E+12,2.4925,-9.902,-0.10896,10.21146574,standing
1.39E+12,2.547,-9.9429,-0.081722,10.26426558,standing
1.39E+12,2.5606,-9.9565,-0.10896,10.28107178,standing
1.39E+12,2.5742,-9.9701,-0.081722,10.2973821,standing
1.39E+12,2.5334,-9.9837,-0.095342,10.30055685,standing
1.39E+12,2.5606,-9.9837,-0.10896,10.30741531,standing
1.39E+12,2.547,-9.9429,-0.14982,10.26503363,standing
1.39E+12,2.547,-9.9565,-0.027241,10.27715152,standing
1.39E+12,2.5742,-9.9837,-0.040861,10.31030751,standing
1.39E+12,2.5742,-9.9565,-0.095342,10.28433216,standing
1.39E+12,2.5879,-9.9701,-0.095342,10.30093251,standing
1.39E+12,2.547,-9.9429,-0.095342,10.26438306,standing
1.39E+12,2.6015,-9.9837,-0.054481,10.31722037,standing
1.39E+12,2.6015,-9.9429,-0.14982,10.27869197,standing
1.39E+12,2.5879,-9.9292,-0.081722,10.26123372,standing
1.39E+12,2.547,-9.9292,-0.040861,10.25075077,standing
1.39E+12,2.5742,-9.9292,-0.12258,10.258194,standing
1.39E+12,2.5879,-9.9429,-0.081722,10.274491,standing
1.39E+12,2.6015,-9.9429,-0.095342,10.27804226,standing
1.39E+12,2.5606,-9.9565,-0.095342,10.28093647,standing
1.39E+12,2.5334,-9.9973,-0.054481,10.31344225,standing
1.39E+12,2.547,-9.9565,-0.095342,10.27755765,standing
1.39E+12,2.6151,-9.9565,-0.068102,10.29442947,standing
1.39E+12,2.5879,-9.9565,-0.081722,10.28765265,standing
1.39E+12,2.5742,-9.9292,-0.054481,10.25760627,standing
1.39E+12,2.5742,-9.9701,-0.054481,10.29720194,standing
1.39E+12,2.6015,-9.9973,-0.12258,10.33096488,standing
1.39E+12,2.5742,-9.9429,-0.12258,10.2714552,standing
1.39E+12,2.5879,-9.9429,-0.027241,10.2742021,standing
1.39E+12,2.5879,-9.9837,-0.12258,10.31438403,standing
1.39E+12,2.5742,-9.9565,-0.14982,10.28498147,standing
1.39E+12,2.5606,-9.9701,-0.10896,10.29424299,standing
1.39E+12,2.547,-9.9429,-0.054481,10.26408484,standing
1.39E+12,2.547,-9.9701,-0.01362,10.2903007,standing
1.39E+12,2.5061,-9.9565,-0.054481,10.26720009,standing
1.39E+12,2.5606,-9.9565,-0.14982,10.281586,standing
1.39E+12,2.5334,-9.9565,-0.19068,10.2755227,standing
1.39E+12,2.5742,-9.9565,-0.12258,10.28462074,standing
1.39E+12,2.5879,-9.9565,-0.068102,10.28755348,standing
1.39E+12,2.547,-9.9429,-0.040861,10.26402158,standing
1.39E+12,2.5606,-9.9565,-0.027241,10.28053047,standing
1.39E+12,2.5879,-9.9429,-0.027241,10.2742021,standing
1.39E+12,2.6015,-9.9973,-0.068102,10.33046211,standing
1.39E+12,2.547,-9.9973,-0.12258,10.31737574,standing
1.39E+12,2.5879,-10.011,-0.054481,10.34022802,standing
1.39E+12,2.5742,-9.9973,-0.12258,10.32412412,standing
1.39E+12,2.5606,-9.9292,-0.081722,10.25438265,standing
1.39E+12,2.6015,-9.9292,-0.14982,10.26544012,standing
1.39E+12,2.5742,-9.9156,-0.054481,10.24444226,standing
1.39E+12,2.5606,-9.9701,-0.081722,10.29399072,standing
1.39E+12,2.6015,-9.9701,-0.10896,10.30449264,standing
1.39E+12,2.6151,-9.9292,-0.12258,10.26853381,standing
1.39E+12,2.5742,-9.9565,-0.12258,10.28462074,standing
1.39E+12,2.5879,-9.9292,-0.10896,10.2614868,standing
